Fig & Olive Fifth Ave,Midtown East,3.5 star rating,"
            1016 reviews
    ","
Mediterranean,
                    French
",$$$
Slow Loris,Prospect Lefferts Gardens,4.5 star rating,"
            37 reviews
    ","
Korean
",$$
Leyenda,Cobble Hill,4.0 star rating,"
            166 reviews
    ","
Latin American,
                    Mexican,
                    Cocktail Bars
",$$
Clay Pot NYC,East Village,4.5 star rating,"
            95 reviews
    ","
Chinese
",$$
Belle Reve,TriBeCa,4.0 star rating,"
            124 reviews
    ","
Bars,
                    American (New),
                    Music Venues
",$$
The Folly,Greenwich Village,4.5 star rating,"
            174 reviews
    ","
Seafood,
                    Gastropubs
",$$
The Good Fork,Red Hook,4.0 star rating,"
            379 reviews
    ","
American (New)
",$$
Sushi Yasaka,Upper West Side,4.0 star rating,"
            1529 reviews
    ","
Japanese,
                    Sushi Bars
",$$
Lokal 83 Mediterranean Kitchen,Upper West Side,4.5 star rating,"
            175 reviews
    ","
Mediterranean,
                    American (New),
                    Wine Bars
",$$
Wolf and Deer,Park Slope,4.0 star rating,"
            244 reviews
    ","
American (New),
                    Cocktail Bars
",$$
Kavala Estiatorio,Hunters Point,4.5 star rating,"
            212 reviews
    ","
Greek,
                    Venues & Event Spaces
",$$
Bunsmith,Crown Heights,4.0 star rating,"
            209 reviews
    ","
Asian Fusion,
                    Korean
",$$
Vinegar Hill House,Vinegar Hill,3.5 star rating,"
            603 reviews
    ","
American (New)
",$$$
Pok Pok NY,Columbia Street Waterfront District,3.5 star rating,"
            521 reviews
    ","
Thai,
                    Pan Asian,
                    Vietnamese
",$$
Ampersand,Gramercy,4.5 star rating,"
            161 reviews
    ","
Cocktail Bars,
                    American (New)
",$$
Lobster Joint,Greenpoint,4.0 star rating,"
            594 reviews
    ","
Seafood
",$$
Jackson’s Eatery | Bar,Hunters Point,4.0 star rating,"
            142 reviews
    ","
Bars,
                    American (Traditional),
                    Breakfast & Brunch
",$$
983-Bushwick’s Living Room,East Williamsburg,4.0 star rating,"
            344 reviews
    ","
Comfort Food,
                    American (Traditional)
",$$
Fish,West Village,4.0 star rating,"
            1346 reviews
    ","
Seafood
",$$
Maialino,Gramercy,4.0 star rating,"
            1241 reviews
    ","
Italian,
                    Breakfast & Brunch,
                    Bars
",$$$
Kopitiam,Lower East Side,4.5 star rating,"
            304 reviews
    ","
Malaysian,
                    Singaporean
",$
BLVD Bistro,Harlem,4.0 star rating,"
            581 reviews
    ","
American (Traditional),
                    Soul Food,
                    Breakfast & Brunch
",$$
Mezetto,Lower East Side,4.0 star rating,"
            494 reviews
    ","
Mediterranean,
                    Seafood,
                    Breakfast & Brunch
",$$
Aquagrill,South Village,4.0 star rating,"
            1238 reviews
    ","
Seafood,
                    American (New)
",$$$
Banh Mi Saigon,Little Italy,4.0 star rating,"
            1345 reviews
    ","
Vietnamese,
                    Sandwiches
",$
Udon West Midtown,Midtown East,4.0 star rating,"
            860 reviews
    ","
Japanese,
                    Noodles
",$$
Yaso Tangbao,Sunset Park,4.0 star rating,"
            31 reviews
    ","
Shanghainese
",$$
Mozzarella & Vino,Midtown West,4.0 star rating,"
            206 reviews
    ","
Italian,
                    Salad,
                    Wine Bars
",$$
North River Lobster Co,,3.5 star rating,"
            462 reviews
    ","
Seafood
",$$
Tessa,Upper West Side,4.0 star rating,"
            286 reviews
    ","
Mediterranean,
                    French,
                    Italian
",$$$
Gastroteca,Astoria,4.0 star rating,"
            701 reviews
    ","
Italian,
                    Bars,
                    Venues & Event Spaces
",$$
The Crabby Shack,Crown Heights,4.0 star rating,"
            523 reviews
    ","
Seafood,
                    Tacos
",$$
Mekelburg’s,Clinton Hill,4.5 star rating,"
            206 reviews
    ","
Specialty Food,
                    American (New),
                    Bars
",$$
Spaghetti Incident,Lower East Side,4.0 star rating,"
            458 reviews
    ","
Italian
",$$
Amali,Upper East Side,4.0 star rating,"
            328 reviews
    ","
Greek,
                    Italian,
                    Gluten-Free
",$$$
Cafe Luluc,Cobble Hill,4.0 star rating,"
            1229 reviews
    ","
French,
                    Breakfast & Brunch,
                    Cafes
",$$
Fuku,Financial District,3.5 star rating,"
            115 reviews
    ","
Comfort Food,
                    American (New)
",$$
LIC Market,Long Island City,4.0 star rating,"
            695 reviews
    ","
Breakfast & Brunch,
                    American (New),
                    Bars
",$$
SoleLuna Restaurant,Sunnyside,4.5 star rating,"
            302 reviews
    ","
Cafes,
                    Italian,
                    Breakfast & Brunch
",$$
Pure Thai Cookhouse,Theater District,4.0 star rating,"
            2211 reviews
    ","
Thai,
                    Noodles,
                    Chicken Wings
",$$
Saxon + Parole,NoHo,4.0 star rating,"
            690 reviews
    ","
American (New),
                    Desserts,
                    Breakfast & Brunch
",$$$
Chuko,Prospect Heights,4.0 star rating,"
            959 reviews
    ","
Asian Fusion,
                    Ramen
",$$
Tia Pol,Chelsea,4.0 star rating,"
            644 reviews
    ","
Tapas Bars,
                    Spanish
",$$
Oiji,East Village,4.5 star rating,"
            403 reviews
    ","
Korean
",$$$
Tuome,East Village,4.5 star rating,"
            338 reviews
    ","
American (New),
                    Chinese
",$$$
Bisou Bisou,Fort Greene,4.5 star rating,"
            58 reviews
    ","
French,
                    Wine Bars,
                    American (Traditional)
",$$
SUGARCANE Raw Bar Grill,DUMBO,4.0 star rating,"
            202 reviews
    ","
American (New),
                    Seafood,
                    Cocktail Bars
",$$$
The Meatball Shop,Lower East Side,4.0 star rating,"
            2653 reviews
    ","
Italian,
                    American (Traditional)
",$$
Ñaño Ecuadorian Kitchen,Hell's Kitchen,4.5 star rating,"
            440 reviews
    ","
Latin American,
                    Bars,
                    Salad
",$$
Biyou,Bedford Stuyvesant,5.0 star rating,"
            28 reviews
    ","
Cajun/Creole,
                    Southern
",$$
Westville - East,East Village,4.0 star rating,"
            965 reviews
    ","
American (Traditional),
                    Beer Bar,
                    Bakeries
",$$
Takashi,West Village,4.0 star rating,"
            885 reviews
    ","
Japanese,
                    Korean,
                    Barbeque
",$$$
Dim Sum Palace,Midtown West,4.0 star rating,"
            715 reviews
    ","
Dim Sum,
                    Cantonese
",$$
Café China,Midtown East,4.0 star rating,"
            1142 reviews
    ","
Szechuan
",$$
Loi Estiatorio,Midtown West,4.5 star rating,"
            261 reviews
    ","
Greek,
                    Mediterranean
",$$$
Sunday in Brooklyn,Williamsburg - South Side,4.0 star rating,"
            380 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Desserts
",$$
Menya Jiro- Brooklyn,Downtown Brooklyn,4.0 star rating,"
            47 reviews
    ","
Ramen
",$$
Gaia Italian Café,Lower East Side,4.5 star rating,"
            886 reviews
    ","
Italian
",$
Le Garage,Bushwick,4.0 star rating,"
            107 reviews
    ","
American (New),
                    French,
                    Cocktail Bars
",$$
Casa Mono,Gramercy,3.5 star rating,"
            1117 reviews
    ","
Spanish,
                    Tapas Bars,
                    Basque
",$$$
The Thirsty Koala,Astoria,4.0 star rating,"
            897 reviews
    ","
Australian,
                    Bars
",$$
The Shake and Burger Bar,Kips Bay,4.5 star rating,"
            44 reviews
    ","
Burgers,
                    Beer Bar,
                    Desserts
",$$
Brooklyn Beet Company,Bay Ridge,4.5 star rating,"
            378 reviews
    ","
Modern European
",$$
Atera,TriBeCa,4.5 star rating,"
            215 reviews
    ","
American (Traditional)
",$$$$
Mulberry & Vine,TriBeCa,4.0 star rating,"
            263 reviews
    ","
American (New)
",$$
Fort Defiance,Red Hook,4.0 star rating,"
            317 reviews
    ","
American (New),
                    Breakfast & Brunch
",$$
El Luchador,South Street Seaport,3.5 star rating,"
            390 reviews
    ","
Mexican
",$
Topaz Noodle Bar,Midtown West,4.0 star rating,"
            420 reviews
    ","
Thai
",$$
El Born,Greenpoint,4.5 star rating,"
            232 reviews
    ","
Spanish,
                    Wine Bars,
                    Tapas/Small Plates
",$$
UpNorth,Bushwick,4.5 star rating,"
            24 reviews
    ","
Burgers,
                    Cocktail Bars
",$$
Bedouin Tent,Boerum Hill,4.0 star rating,"
            557 reviews
    ","
Middle Eastern
",$
Pier A Harbor House,,3.0 star rating,"
            558 reviews
    ","
Bars,
                    Seafood,
                    Venues & Event Spaces
",$$
Jongro BBQ,Koreatown,4.0 star rating,"
            1259 reviews
    ","
Korean,
                    Barbeque,
                    Beer Bar
",$$
Foxy Johns Bar & Kitchen,Midtown East,4.0 star rating,"
            223 reviews
    ","
American (New),
                    Sports Bars,
                    Venues & Event Spaces
",$$
Crisp,Theater District,4.0 star rating,"
            359 reviews
    ","
Mediterranean,
                    Burgers,
                    Greek
",$$
Suteishi,South Street Seaport,4.0 star rating,"
            406 reviews
    ","
Japanese,
                    Sushi Bars
",$$$
The Islands,Prospect Heights,4.0 star rating,"
            643 reviews
    ","
Caribbean
",$$
Taco Electrico,Union Square,4.0 star rating,"
            13 reviews
    ","
Mexican
",
Coarse NY,Meatpacking District,4.5 star rating,"
            142 reviews
    ","
American (New)
",$$$
Chow House,Greenwich Village,4.5 star rating,"
            100 reviews
    ","
Chinese
",$$
Joseph Leonard,West Village,4.0 star rating,"
            605 reviews
    ","
American (New),
                    French
",$$
Per Se,Hell's Kitchen,4.5 star rating,"
            1411 reviews
    ","
French
",$$$$
Lillo Cucina Italiana,Cobble Hill,5.0 star rating,"
            32 reviews
    ","
Cafes,
                    Coffee & Tea,
                    Italian
",$
Spoon Table & Bar,Murray Hill,4.0 star rating,"
            249 reviews
    ","
American (New),
                    Breakfast & Brunch,
                    Cocktail Bars
",$$
Boutros,Cobble Hill,4.5 star rating,"
            83 reviews
    ","
American (New),
                    Middle Eastern
",$$$
Cafe Mogador,East Village,4.0 star rating,"
            1717 reviews
    ","
Moroccan
",$$
Father Knows Best,Bushwick,4.5 star rating,"
            169 reviews
    ","
Bars,
                    Cafes
",$$
Boulton & Watt,Alphabet City,4.0 star rating,"
            621 reviews
    ","
American (New),
                    Gastropubs
",$$
Midnights,Williamsburg - North Side,4.5 star rating,"
            177 reviews
    ","
Bars,
                    American (New)
",$$
Sun Hing Lung Co,Two Bridges,4.5 star rating,"
            135 reviews
    ","
Chinese
",$
Taiwan Bear House,Chinatown,4.0 star rating,"
            255 reviews
    ","
Taiwanese,
                    Bubble Tea,
                    Chinese
",$
Print,Hell's Kitchen,4.0 star rating,"
            799 reviews
    ","
American (New)
",$$$
Entwine,West Village,4.0 star rating,"
            184 reviews
    ","
Mediterranean,
                    Cocktail Bars,
                    Venues & Event Spaces
",$$
Tsurutontan Udon Noodle Brasserie,Union Square,4.0 star rating,"
            1267 reviews
    ","
Japanese,
                    Noodles,
                    Soup
",$$
Soba-ya,East Village,4.0 star rating,"
            1313 reviews
    ","
Japanese,
                    Noodles
",$$
Chela,Park Slope,4.5 star rating,"
            119 reviews
    ","
Lounges,
                    Mexican
",$$
Maharlika,East Village,4.0 star rating,"
            1350 reviews
    ","
Filipino
",$$
Pilar Cuban Eatery,Bedford Stuyvesant,4.0 star rating,"
            222 reviews
    ","
Cuban,
                    Coffee & Tea,
                    Breakfast & Brunch
",$$
Trattoria Dell’Arte,Midtown West,4.0 star rating,"
            808 reviews
    ","
Italian
",$$$
Lilly’s Craft and Kitchen,Midtown West,4.5 star rating,"
            506 reviews
    ","
Bars,
                    American (New),
                    Breakfast & Brunch
",$$
DEZ,Nolita,4.5 star rating,"
            53 reviews
    ","
Salad,
                    Breakfast & Brunch,
                    Burgers
",$$
The Capital Grille,Financial District,4.0 star rating,"
            484 reviews
    ","
Seafood,
                    Steakhouses,
                    Wine Bars
",$$$
The Mermaid Inn,East Village,4.0 star rating,"
            1209 reviews
    ","
Seafood
",$$
South Brooklyn Foundry,Bay Ridge,4.5 star rating,"
            126 reviews
    ","
American (New)
",$$
Jun-Men Ramen Bar,Chelsea,4.0 star rating,"
            509 reviews
    ","
Ramen
",$$
Black Tap Craft Burgers & Beer,South Village,3.5 star rating,"
            915 reviews
    ","
American (Traditional),
                    Ice Cream & Frozen Yogurt,
                    Bars
",$$
Lilia,Williamsburg - North Side,4.0 star rating,"
            492 reviews
    ","
Italian,
                    Cocktail Bars
",$$$
Chez Ma Tante,Greenpoint,4.5 star rating,"
            67 reviews
    ","
American (Traditional)
",$$
Under The Bridge,Midtown East,4.0 star rating,"
            140 reviews
    ","
Greek,
                    Mediterranean
",$$
Harwood on Hudson,West Village,5.0 star rating,"
            17 reviews
    ","
American (New),
                    Cocktail Bars,
                    Salad
",
Chalk Point Kitchen,South Village,3.5 star rating,"
            415 reviews
    ","
Farmers Market,
                    Health Markets,
                    Vegetarian
",$$
OCabanon,Chelsea,4.0 star rating,"
            356 reviews
    ","
French,
                    Wine Bars,
                    Tapas Bars
",$$
Dumonet,Gowanus,4.5 star rating,"
            40 reviews
    ","
French,
                    Wine Bars
",
MIGHTY Bowl,Upper East Side,5.0 star rating,"
            17 reviews
    ","
Asian Fusion,
                    Japanese,
                    Korean
",$$
Kilo,Hell's Kitchen,4.0 star rating,"
            390 reviews
    ","
Tapas Bars,
                    Wine Bars,
                    Modern European
",$$
Juniper,Williamsburg - North Side,4.0 star rating,"
            485 reviews
    ","
Burgers,
                    American (Traditional),
                    Sandwiches
",$$
Terroir Tribeca,TriBeCa,4.0 star rating,"
            258 reviews
    ","
Wine Bars,
                    American (New)
",$$
Miti Miti,Park Slope,4.0 star rating,"
            548 reviews
    ","
Latin American,
                    Mexican,
                    Breakfast & Brunch
",$$
Masseria Dei Vini,Hell's Kitchen,4.0 star rating,"
            377 reviews
    ","
Wine Bars,
                    Italian,
                    Desserts
",$$$
